current_path,current_directory,filename,title,framework,content_type,word_count,new_location,category,reason
uwp/gaming/game-development-platform-guide.md,uwp/gaming,game-development-platform-guide.md,Game technologies for Universal Windows Platform (UWP) apps,uwp,tutorial,2636,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/render-the-shadow-map-to-the-depth-buffer.md,uwp/gaming,render-the-shadow-map-to-the-depth-buffer.md,Render the shadow map to the depth buffer,uwp,guide,644,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/port-from-opengl-es-2-0-to-directx-11-1.md,uwp/gaming,port-from-opengl-es-2-0-to-directx-11-1.md,Port from OpenGL ES 2.0 to Direct3D 11,uwp,guide,314,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/complete-code-for-basicloader.md,uwp/gaming,complete-code-for-basicloader.md,Complete code for BasicLoader,uwp,guide,2382,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/complete-code-for-ddstextureloader.md,uwp/gaming,complete-code-for-ddstextureloader.md,Complete code for DDSTextureLoader,uwp,guide,3219,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/use-the-directx-runtime-and-visual-studio-graphics-diagnostic-features.md,uwp/gaming,use-the-directx-runtime-and-visual-studio-graphics-diagnostic-features.md,Graphics diagnostics tools,uwp,guide,348,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/simple-port-from-direct3d-9-to-11-1-part-3--viewport-and-game-loop.md,uwp/gaming,simple-port-from-direct3d-9-to-11-1-part-3--viewport-and-game-loop.md,Port the game loop,uwp,tutorial,709,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/optimize-performance-for-windows-store-direct3d-11-apps-with-coredispatcher.md,uwp/gaming,optimize-performance-for-windows-store-direct3d-11-apps-with-coredispatcher.md,Optimize input latency for UWP DirectX games,uwp,guide,2387,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/directx-fundamentals.md,uwp/gaming,directx-fundamentals.md,Fundamentals of DirectX programming,uwp,tutorial,282,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/directx-getting-started.md,uwp/gaming,directx-getting-started.md,DirectX getting started,uwp,quickstart,266,legacy-frameworks/uwp/getting-started/,legacy-getting-started,UWP getting started content moved to legacy section
uwp/gaming/change-your-shader-loading-code.md,uwp/gaming,change-your-shader-loading-code.md,Compare the OpenGL ES 2.0 shader pipeline to Direct3D,uwp,guide,1996,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/glsl-to-hlsl-reference.md,uwp/gaming,glsl-to-hlsl-reference.md,GLSL-to-HLSL reference,uwp,reference,2763,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/tutorial--adding-a-user-interface.md,uwp/gaming,tutorial--adding-a-user-interface.md,Add a user interface,uwp,tutorial,2609,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/gaming/tutorial--adding-sound.md,uwp/gaming,tutorial--adding-sound.md,Add sound,uwp,tutorial,2868,legacy-frameworks/uwp/gaming/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-18362.md,uwp/whats-new,windows-10-build-18362.md,"What's New in Windows 10, build 18362",uwp,guide,2090,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-17763-api-diff.md,uwp/whats-new,windows-10-build-17763-api-diff.md,Windows 10 Build 17763 API changes,uwp,reference,4147,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-17763.md,uwp/whats-new,windows-10-build-17763.md,"What's New in Windows 10, build 17763",uwp,tutorial,3294,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-14393.md,uwp/whats-new,windows-10-build-14393.md,"What's New in Windows 10, build 14393",uwp,guide,2473,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-19041-api-diff.md,uwp/whats-new,windows-10-build-19041-api-diff.md,Windows 10 Build 19041 API changes,uwp,reference,1259,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-16299-api-diff.md,uwp/whats-new,windows-10-build-16299-api-diff.md,Windows 10 Fall Creators Update API changes,uwp,reference,4397,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-10240.md,uwp/whats-new,windows-10-build-10240.md,What's new in Windows 10 build 10240 - July 2015,uwp,guide,6704,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-16299.md,uwp/whats-new,windows-10-build-16299.md,"What's New in Windows 10, build 16299",uwp,guide,3052,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-19041.md,uwp/whats-new,windows-10-build-19041.md,"What's New in Windows 10, build 19041",uwp,guide,1861,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-15063-api-diff.md,uwp/whats-new,windows-10-build-15063-api-diff.md,Windows 10 Creators Update API changes,uwp,reference,5482,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-10586.md,uwp/whats-new,windows-10-build-10586.md,What's New in Windows 10 build 10586 - November 2015,uwp,guide,917,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-15063.md,uwp/whats-new,windows-10-build-15063.md,"What's New in Windows 10, build 15063",uwp,guide,2321,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-17134.md,uwp/whats-new,windows-10-build-17134.md,"What's New in Windows 10, build 17134",uwp,guide,2771,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-18362-api-diff.md,uwp/whats-new,windows-10-build-18362-api-diff.md,New APIs in Windows 10 build 18362,uwp,reference,2240,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-14393-api-diff.md,uwp/whats-new,windows-10-build-14393-api-diff.md,Windows 10 version 1607 API changes,uwp,reference,9592,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/experimental-apis.md,uwp/whats-new,experimental-apis.md,Experimental APIs,uwp,reference,277,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/whats-new/windows-10-build-17134-api-diff.md,uwp/whats-new,windows-10-build-17134-api-diff.md,Windows 10 Build 17134 API changes,uwp,reference,3855,legacy-frameworks/uwp/whats-new/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/function-bindings.md,uwp/data-binding,function-bindings.md,Functions in x:Bind,uwp,guide,891,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/data-binding-quickstart.md,uwp/data-binding,data-binding-quickstart.md,Data binding overview,uwp,quickstart,3220,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/data-binding-in-depth.md,uwp/data-binding,data-binding-in-depth.md,Data binding in depth,uwp,guide,7627,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/data-binding-and-mvvm.md,uwp/data-binding,data-binding-and-mvvm.md,Data binding and MVVM,uwp,guide,904,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/index.md,uwp/data-binding,index.md,Data binding,uwp,overview,406,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/xaml-basics-data-binding.md,uwp/data-binding,xaml-basics-data-binding.md,Create data bindings,uwp,tutorial,4614,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/how-to-bind-to-hierarchical-data-and-create-a-master-details-view.md,uwp/data-binding,how-to-bind-to-hierarchical-data-and-create-a-master-details-view.md,Bind hierarchical data and create a master/details view,uwp,guide,901,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/data-binding/displaying-data-in-the-designer.md,uwp/data-binding,displaying-data-in-the-designer.md,"Sample data on the design surface, and for prototyping",uwp,guide,1661,legacy-frameworks/uwp/data-binding/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/stencil-formats-not-supported-with-streaming-resources.md,uwp/graphics-concepts,stencil-formats-not-supported-with-streaming-resources.md,Unsupported stencil formats with streaming resources,uwp,guide,174,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/transform-overview.md,uwp/graphics-concepts,transform-overview.md,Transform overview,uwp,overview,1486,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/point-lists.md,uwp/graphics-concepts,point-lists.md,Point lists,uwp,guide,226,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture-filtering.md,uwp/graphics-concepts,texture-filtering.md,Texture filtering,uwp,guide,585,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture-views.md,uwp/graphics-concepts,texture-views.md,Texture views,uwp,guide,318,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/tier-1.md,uwp/graphics-concepts,tier-1.md,Tier 1,uwp,guide,617,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/view-transform.md,uwp/graphics-concepts,view-transform.md,View transform,uwp,guide,547,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/triangle-strips.md,uwp/graphics-concepts,triangle-strips.md,Triangle strips,uwp,guide,488,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/bc6h-format.md,uwp/graphics-concepts,bc6h-format.md,BC6H format,uwp,guide,2444,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/stencil-buffers.md,uwp/graphics-concepts,stencil-buffers.md,Stencil buffers,uwp,guide,1555,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/configuring-depth-stencil-functionality.md,uwp/graphics-concepts,configuring-depth-stencil-functionality.md,Configuring depth-stencil functionality,uwp,guide,1081,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/resources.md,uwp/graphics-concepts,resources.md,Resources,uwp,guide,738,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/light-types.md,uwp/graphics-concepts,light-types.md,Light types,uwp,guide,1020,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/device-types.md,uwp/graphics-concepts,device-types.md,Device types,uwp,guide,590,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/index-buffers.md,uwp/graphics-concepts,index-buffers.md,Index buffers,uwp,guide,322,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/operations-available-on-tile-pools.md,uwp/graphics-concepts,operations-available-on-tile-pools.md,Operations available on tile pools,uwp,guide,288,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/vertex-buffer-view--vbv-.md,uwp/graphics-concepts,vertex-buffer-view--vbv-.md,Vertex buffer view (VBV) and Index buffer view (IBV),uwp,guide,186,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/uav-behavior-with-non-mapped-tiles.md,uwp/graphics-concepts,uav-behavior-with-non-mapped-tiles.md,UAV behavior with non-mapped tiles,uwp,guide,174,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture-addressing-modes.md,uwp/graphics-concepts,texture-addressing-modes.md,Texture addressing modes,uwp,guide,865,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/block-compression.md,uwp/graphics-concepts,block-compression.md,Block compression,uwp,guide,3599,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/diffuse-lighting.md,uwp/graphics-concepts,diffuse-lighting.md,Diffuse lighting,uwp,guide,640,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/specular-light-maps.md,uwp/graphics-concepts,specular-light-maps.md,Specular light maps,uwp,guide,113,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/compute-shader-stage--cs-.md,uwp/graphics-concepts,compute-shader-stage--cs-.md,Compute shader (CS) stage,uwp,guide,143,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/rasterizer-stage--rs-.md,uwp/graphics-concepts,rasterizer-stage--rs-.md,Rasterizer (RS) stage,uwp,guide,368,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/hlsl-streaming-resources-exposure.md,uwp/graphics-concepts,hlsl-streaming-resources-exposure.md,HLSL streaming resources exposure,uwp,guide,594,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/nearest-point-sampling.md,uwp/graphics-concepts,nearest-point-sampling.md,Nearest-point sampling,uwp,guide,881,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/specular-lighting.md,uwp/graphics-concepts,specular-lighting.md,Specular lighting,uwp,guide,856,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/pixel-shader-stage--ps-.md,uwp/graphics-concepts,pixel-shader-stage--ps-.md,Pixel Shader (PS) stage,uwp,guide,692,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/operations-available-on-streaming-resources.md,uwp/graphics-concepts,operations-available-on-streaming-resources.md,Operations available on streaming resources,uwp,guide,239,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/compute-pipeline.md,uwp/graphics-concepts,compute-pipeline.md,Compute pipeline,uwp,guide,381,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/hazard-tracking-versus-tile-pool-resources.md,uwp/graphics-concepts,hazard-tracking-versus-tile-pool-resources.md,Hazard tracking versus tile pool resources,uwp,guide,348,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/mathematics-of-lighting.md,uwp/graphics-concepts,mathematics-of-lighting.md,Mathematics of lighting,uwp,guide,910,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/face-and-vertex-normal-vectors.md,uwp/graphics-concepts,face-and-vertex-normal-vectors.md,Face and vertex normal vectors,uwp,guide,964,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/textures-with-alpha-channels.md,uwp/graphics-concepts,textures-with-alpha-channels.md,Textures with alpha channels,uwp,guide,919,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/introduction-to-rasterization-rules.md,uwp/graphics-concepts,introduction-to-rasterization-rules.md,Introduction to rasterization rules,uwp,guide,680,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/rasterizer-behavior-with-non-mapped-tiles.md,uwp/graphics-concepts,rasterizer-behavior-with-non-mapped-tiles.md,Rasterizer behavior with non-mapped tiles,uwp,guide,278,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/lost-devices.md,uwp/graphics-concepts,lost-devices.md,Lost devices,uwp,guide,812,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/vertex-shader-stage--vs-.md,uwp/graphics-concepts,vertex-shader-stage--vs-.md,Vertex Shader (VS) stage,uwp,guide,452,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/the-need-for-streaming-resources.md,uwp/graphics-concepts,the-need-for-streaming-resources.md,The need for streaming resources,uwp,guide,1215,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/textures.md,uwp/graphics-concepts,textures.md,Textures,uwp,guide,587,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/devices.md,uwp/graphics-concepts,devices.md,Devices,uwp,guide,688,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/rasterization-rules.md,uwp/graphics-concepts,rasterization-rules.md,Rasterization rules,uwp,guide,1645,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture3d-subresource-tiling.md,uwp/graphics-concepts,texture3d-subresource-tiling.md,Texture3D subresource tiling,uwp,guide,210,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/emissive-lighting.md,uwp/graphics-concepts,emissive-lighting.md,Emissive lighting,uwp,guide,351,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/tile-access-limitations-with-duplicate-mappings.md,uwp/graphics-concepts,tile-access-limitations-with-duplicate-mappings.md,Tile access limitations with duplicate mappings,uwp,guide,1328,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/bilinear-texture-filtering.md,uwp/graphics-concepts,bilinear-texture-filtering.md,Bilinear texture filtering,uwp,guide,644,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/mipmap-packing.md,uwp/graphics-concepts,mipmap-packing.md,Mipmap packing,uwp,guide,369,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/diffuse-light-maps.md,uwp/graphics-concepts,diffuse-light-maps.md,Diffuse light maps,uwp,guide,112,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/geometry-shader-stage--gs-.md,uwp/graphics-concepts,geometry-shader-stage--gs-.md,Geometry Shader (GS) stage,uwp,guide,929,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/views.md,uwp/graphics-concepts,views.md,Views,uwp,guide,584,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture-filtering-with-mipmaps.md,uwp/graphics-concepts,texture-filtering-with-mipmaps.md,Texture filtering with mipmaps,uwp,guide,829,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/ambient-lighting.md,uwp/graphics-concepts,ambient-lighting.md,Ambient lighting,uwp,guide,603,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/buffer-tiling.md,uwp/graphics-concepts,buffer-tiling.md,Buffer tiling,uwp,guide,114,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/coordinate-systems.md,uwp/graphics-concepts,coordinate-systems.md,Coordinate systems,uwp,guide,461,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/opaque-and-1-bit-alpha-textures.md,uwp/graphics-concepts,opaque-and-1-bit-alpha-textures.md,Opaque and 1-bit alpha textures,uwp,guide,980,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/light-mapping-with-textures.md,uwp/graphics-concepts,light-mapping-with-textures.md,Light mapping with textures,uwp,guide,591,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/basic-texturing-concepts.md,uwp/graphics-concepts,basic-texturing-concepts.md,Basic texturing concepts,uwp,guide,259,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/world-transform.md,uwp/graphics-concepts,world-transform.md,World transform,uwp,guide,332,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/windowed-vs--full-screen-mode.md,uwp/graphics-concepts,windowed-vs--full-screen-mode.md,Windowed vs. full-screen mode,uwp,guide,174,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/address-space-available-for-streaming-resources.md,uwp/graphics-concepts,address-space-available-for-streaming-resources.md,Address space available for streaming resources,uwp,guide,216,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/multipass-texture-blending.md,uwp/graphics-concepts,multipass-texture-blending.md,Multipass texture blending,uwp,guide,276,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/tessellator-stage--ts-.md,uwp/graphics-concepts,tessellator-stage--ts-.md,Tessellator (TS) stage,uwp,guide,1017,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/output-merger-stage--om-.md,uwp/graphics-concepts,output-merger-stage--om-.md,Output Merger (OM) stage,uwp,guide,1094,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/sampler.md,uwp/graphics-concepts,sampler.md,Sampler,uwp,guide,234,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/attenuation-and-spotlight-factor.md,uwp/graphics-concepts,attenuation-and-spotlight-factor.md,Attenuation and spotlight factor,uwp,guide,661,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/blending-stages.md,uwp/graphics-concepts,blending-stages.md,Blending stages,uwp,guide,63,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/graphics-pipeline.md,uwp/graphics-concepts,graphics-pipeline.md,Graphics pipeline,uwp,guide,1407,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/resource-types.md,uwp/graphics-concepts,resource-types.md,Resource types,uwp,guide,2462,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture-blending.md,uwp/graphics-concepts,texture-blending.md,Texture blending,uwp,guide,670,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/state-objects.md,uwp/graphics-concepts,state-objects.md,State objects,uwp,guide,517,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/stream-output-stage--so-.md,uwp/graphics-concepts,stream-output-stage--so-.md,Stream Output (SO) stage,uwp,guide,548,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/depth-and-stencil-buffers.md,uwp/graphics-concepts,depth-and-stencil-buffers.md,Depth and stencil buffers,uwp,guide,205,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/bc7-format.md,uwp/graphics-concepts,bc7-format.md,BC7 format,uwp,guide,2368,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/streaming-resources-texture-sampling-features.md,uwp/graphics-concepts,streaming-resources-texture-sampling-features.md,Streaming resources texture sampling features,uwp,guide,1224,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/rectangles.md,uwp/graphics-concepts,rectangles.md,Rectangles,uwp,guide,294,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/projection-transform.md,uwp/graphics-concepts,projection-transform.md,Projection transform,uwp,guide,755,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/texture-wrapping.md,uwp/graphics-concepts,texture-wrapping.md,Texture wrapping,uwp,guide,802,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/swap-chains.md,uwp/graphics-concepts,swap-chains.md,Swap chains,uwp,guide,703,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/vertex-and-index-buffers.md,uwp/graphics-concepts,vertex-and-index-buffers.md,Vertex and index buffers,uwp,guide,347,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/index.md,uwp/graphics-concepts,index.md,Direct3D graphics glossary,uwp,overview,588,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/lights-and-materials.md,uwp/graphics-concepts,lights-and-materials.md,Lighting,uwp,guide,259,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/domain-shader-stage--ds-.md,uwp/graphics-concepts,domain-shader-stage--ds-.md,Domain Shader (DS) stage,uwp,guide,359,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/tile-pool-creation-parameters.md,uwp/graphics-concepts,tile-pool-creation-parameters.md,Tile pool creation parameters,uwp,guide,119,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/srv-behavior-with-non-mapped-tiles.md,uwp/graphics-concepts,srv-behavior-with-non-mapped-tiles.md,SRV behavior with non-mapped tiles,uwp,guide,218,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/introduction-to-buffers.md,uwp/graphics-concepts,introduction-to-buffers.md,Introduction to buffers,uwp,guide,707,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
uwp/graphics-concepts/input-assembler-stage--ia-.md,uwp/graphics-concepts,input-assembler-stage--ia-.md,Input Assembler (IA) stage,uwp,guide,575,legacy-frameworks/uwp/graphics-concepts/,legacy-uwp,UWP content preserved in legacy section
